room_id: 0, name: Room #0, students_count: 9
room_id: 199, name: Room #199, students_count: 12
room_id: 200, name: Room #200, students_count: 15
room_id: 201, name: Room #201, students_count: 13
room_id: 202, name: Room #202, students_count: 8
room_id: 203, name: Room #203, students_count: 9
room_id: 204, name: Room #204, students_count: 9
room_id: 205, name: Room #205, students_count: 16
room_id: 206, name: Room #206, students_count: 6
room_id: 207, name: Room #207, students_count: 11
room_id: 208, name: Room #208, students_count: 10
room_id: 209, name: Room #209, students_count: 16
room_id: 210, name: Room #210, students_count: 9
room_id: 211, name: Room #211, students_count: 9
room_id: 212, name: Room #212, students_count: 8
room_id: 213, name: Room #213, students_count: 12
room_id: 214, name: Room #214, students_count: 14
room_id: 215, name: Room #215, students_count: 10
room_id: 216, name: Room #216, students_count: 6
room_id: 217, name: Room #217, students_count: 14
room_id: 218, name: Room #218, students_count: 8
room_id: 219, name: Room #219, students_count: 6
room_id: 220, name: Room #220, students_count: 10
room_id: 221, name: Room #221, students_count: 12
room_id: 222, name: Room #222, students_count: 9
room_id: 223, name: Room #223, students_count: 6
room_id: 224, name: Room #224, students_count: 7
room_id: 225, name: Room #225, students_count: 14
room_id: 226, name: Room #226, students_count: 8
room_id: 227, name: Room #227, students_count: 11
room_id: 228, name: Room #228, students_count: 9
room_id: 229, name: Room #229, students_count: 7
room_id: 230, name: Room #230, students_count: 10
room_id: 231, name: Room #231, students_count: 11
room_id: 232, name: Room #232, students_count: 8
room_id: 233, name: Room #233, students_count: 11
room_id: 234, name: Room #234, students_count: 11
room_id: 235, name: Room #235, students_count: 11
room_id: 236, name: Room #236, students_count: 10
room_id: 237, name: Room #237, students_count: 16
room_id: 238, name: Room #238, students_count: 12
room_id: 239, name: Room #239, students_count: 10
room_id: 240, name: Room #240, students_count: 12
room_id: 241, name: Room #241, students_count: 10
room_id: 242, name: Room #242, students_count: 13
room_id: 243, name: Room #243, students_count: 9
room_id: 244, name: Room #244, students_count: 10
room_id: 245, name: Room #245, students_count: 10
room_id: 246, name: Room #246, students_count: 5
room_id: 247, name: Room #247, students_count: 12
room_id: 248, name: Room #248, students_count: 8
room_id: 249, name: Room #249, students_count: 12
room_id: 250, name: Room #250, students_count: 12
room_id: 251, name: Room #251, students_count: 8
room_id: 252, name: Room #252, students_count: 11
room_id: 253, name: Room #253, students_count: 13
room_id: 254, name: Room #254, students_count: 8
room_id: 255, name: Room #255, students_count: 6
room_id: 256, name: Room #256, students_count: 11
room_id: 257, name: Room #257, students_count: 8
room_id: 258, name: Room #258, students_count: 8
room_id: 259, name: Room #259, students_count: 14
room_id: 260, name: Room #260, students_count: 12
room_id: 261, name: Room #261, students_count: 7
room_id: 262, name: Room #262, students_count: 8
room_id: 263, name: Room #263, students_count: 9
room_id: 264, name: Room #264, students_count: 7
room_id: 265, name: Room #265, students_count: 14
room_id: 266, name: Room #266, students_count: 13
room_id: 267, name: Room #267, students_count: 7
room_id: 268, name: Room #268, students_count: 15
room_id: 269, name: Room #269, students_count: 10
room_id: 270, name: Room #270, students_count: 10
room_id: 271, name: Room #271, students_count: 11
room_id: 272, name: Room #272, students_count: 8
room_id: 273, name: Room #273, students_count: 9
room_id: 274, name: Room #274, students_count: 10
room_id: 275, name: Room #275, students_count: 12
room_id: 276, name: Room #276, students_count: 10
room_id: 277, name: Room #277, students_count: 10
room_id: 278, name: Room #278, students_count: 9
room_id: 279, name: Room #279, students_count: 10
room_id: 280, name: Room #280, students_count: 11
room_id: 281, name: Room #281, students_count: 8
room_id: 282, name: Room #282, students_count: 10
room_id: 283, name: Room #283, students_count: 7
room_id: 284, name: Room #284, students_count: 11
room_id: 285, name: Room #285, students_count: 10
room_id: 286, name: Room #286, students_count: 6
room_id: 287, name: Room #287, students_count: 12
room_id: 288, name: Room #288, students_count: 9
room_id: 289, name: Room #289, students_count: 15
room_id: 290, name: Room #290, students_count: 9
room_id: 291, name: Room #291, students_count: 10
room_id: 292, name: Room #292, students_count: 10
room_id: 293, name: Room #293, students_count: 12
room_id: 294, name: Room #294, students_count: 11
room_id: 295, name: Room #295, students_count: 8
room_id: 296, name: Room #296, students_count: 8
room_id: 297, name: Room #297, students_count: 13
room_id: 298, name: Room #298, students_count: 9
room_id: 299, name: Room #299, students_count: 8
room_id: 300, name: Room #300, students_count: 12
room_id: 301, name: Room #301, students_count: 10
room_id: 302, name: Room #302, students_count: 8
room_id: 303, name: Room #303, students_count: 9
room_id: 304, name: Room #304, students_count: 11
room_id: 305, name: Room #305, students_count: 14
room_id: 306, name: Room #306, students_count: 10
room_id: 307, name: Room #307, students_count: 10
room_id: 308, name: Room #308, students_count: 10
room_id: 309, name: Room #309, students_count: 7
room_id: 310, name: Room #310, students_count: 10
room_id: 311, name: Room #311, students_count: 14
room_id: 312, name: Room #312, students_count: 11
room_id: 313, name: Room #313, students_count: 8
room_id: 314, name: Room #314, students_count: 11
room_id: 315, name: Room #315, students_count: 10
room_id: 316, name: Room #316, students_count: 11
room_id: 317, name: Room #317, students_count: 14
room_id: 318, name: Room #318, students_count: 15
room_id: 319, name: Room #319, students_count: 11
room_id: 320, name: Room #320, students_count: 7
room_id: 321, name: Room #321, students_count: 13
room_id: 322, name: Room #322, students_count: 9
room_id: 323, name: Room #323, students_count: 13
room_id: 324, name: Room #324, students_count: 6
room_id: 325, name: Room #325, students_count: 6
room_id: 326, name: Room #326, students_count: 18
room_id: 327, name: Room #327, students_count: 8
room_id: 328, name: Room #328, students_count: 16
room_id: 329, name: Room #329, students_count: 10
room_id: 330, name: Room #330, students_count: 11
room_id: 331, name: Room #331, students_count: 12
room_id: 332, name: Room #332, students_count: 11
room_id: 333, name: Room #333, students_count: 5
room_id: 334, name: Room #334, students_count: 10
room_id: 335, name: Room #335, students_count: 8
room_id: 336, name: Room #336, students_count: 11
room_id: 337, name: Room #337, students_count: 11
room_id: 338, name: Room #338, students_count: 11
room_id: 339, name: Room #339, students_count: 8
room_id: 340, name: Room #340, students_count: 7
room_id: 341, name: Room #341, students_count: 9
room_id: 342, name: Room #342, students_count: 14
room_id: 343, name: Room #343, students_count: 14
room_id: 344, name: Room #344, students_count: 13
room_id: 345, name: Room #345, students_count: 4
room_id: 346, name: Room #346, students_count: 10
room_id: 347, name: Room #347, students_count: 12
room_id: 348, name: Room #348, students_count: 12
room_id: 349, name: Room #349, students_count: 8
room_id: 350, name: Room #350, students_count: 11
room_id: 351, name: Room #351, students_count: 6
room_id: 352, name: Room #352, students_count: 8
room_id: 353, name: Room #353, students_count: 4
room_id: 354, name: Room #354, students_count: 6
room_id: 355, name: Room #355, students_count: 16
room_id: 356, name: Room #356, students_count: 16
room_id: 357, name: Room #357, students_count: 16
room_id: 358, name: Room #358, students_count: 11
room_id: 359, name: Room #359, students_count: 18
room_id: 360, name: Room #360, students_count: 8
room_id: 361, name: Room #361, students_count: 6
room_id: 362, name: Room #362, students_count: 10
room_id: 363, name: Room #363, students_count: 7
room_id: 364, name: Room #364, students_count: 8
room_id: 365, name: Room #365, students_count: 14
room_id: 366, name: Room #366, students_count: 15
room_id: 367, name: Room #367, students_count: 11
room_id: 368, name: Room #368, students_count: 13
room_id: 369, name: Room #369, students_count: 13
room_id: 370, name: Room #370, students_count: 10
room_id: 371, name: Room #371, students_count: 14
room_id: 372, name: Room #372, students_count: 7
room_id: 373, name: Room #373, students_count: 16
room_id: 374, name: Room #374, students_count: 9
room_id: 375, name: Room #375, students_count: 8
room_id: 376, name: Room #376, students_count: 11
room_id: 377, name: Room #377, students_count: 8
room_id: 378, name: Room #378, students_count: 11
room_id: 379, name: Room #379, students_count: 12
room_id: 380, name: Room #380, students_count: 8
room_id: 381, name: Room #381, students_count: 11
room_id: 382, name: Room #382, students_count: 5
room_id: 383, name: Room #383, students_count: 5
room_id: 384, name: Room #384, students_count: 7
room_id: 385, name: Room #385, students_count: 11
room_id: 386, name: Room #386, students_count: 11
room_id: 387, name: Room #387, students_count: 10
room_id: 388, name: Room #388, students_count: 9
room_id: 389, name: Room #389, students_count: 9
room_id: 390, name: Room #390, students_count: 15
room_id: 391, name: Room #391, students_count: 10
room_id: 392, name: Room #392, students_count: 18
room_id: 393, name: Room #393, students_count: 8
room_id: 394, name: Room #394, students_count: 9
room_id: 395, name: Room #395, students_count: 13
room_id: 396, name: Room #396, students_count: 5
room_id: 397, name: Room #397, students_count: 8
room_id: 398, name: Room #398, students_count: 13
room_id: 399, name: Room #399, students_count: 9
room_id: 400, name: Room #400, students_count: 11
room_id: 401, name: Room #401, students_count: 7
room_id: 402, name: Room #402, students_count: 10
room_id: 403, name: Room #403, students_count: 6
room_id: 404, name: Room #404, students_count: 7
room_id: 405, name: Room #405, students_count: 7
room_id: 406, name: Room #406, students_count: 14
room_id: 407, name: Room #407, students_count: 10
room_id: 408, name: Room #408, students_count: 9
room_id: 409, name: Room #409, students_count: 8
room_id: 410, name: Room #410, students_count: 6
room_id: 411, name: Room #411, students_count: 9
room_id: 412, name: Room #412, students_count: 13
room_id: 413, name: Room #413, students_count: 9
room_id: 414, name: Room #414, students_count: 10
room_id: 415, name: Room #415, students_count: 12
room_id: 416, name: Room #416, students_count: 8
room_id: 417, name: Room #417, students_count: 9
room_id: 418, name: Room #418, students_count: 15
room_id: 419, name: Room #419, students_count: 3
room_id: 420, name: Room #420, students_count: 6
room_id: 421, name: Room #421, students_count: 9
room_id: 422, name: Room #422, students_count: 2
room_id: 423, name: Room #423, students_count: 16
room_id: 424, name: Room #424, students_count: 8
room_id: 425, name: Room #425, students_count: 9
room_id: 426, name: Room #426, students_count: 10
room_id: 427, name: Room #427, students_count: 8
room_id: 428, name: Room #428, students_count: 10
room_id: 429, name: Room #429, students_count: 10
room_id: 430, name: Room #430, students_count: 9
room_id: 431, name: Room #431, students_count: 11
room_id: 432, name: Room #432, students_count: 15
room_id: 433, name: Room #433, students_count: 9
room_id: 434, name: Room #434, students_count: 9
room_id: 435, name: Room #435, students_count: 11
room_id: 436, name: Room #436, students_count: 5
room_id: 437, name: Room #437, students_count: 16
room_id: 438, name: Room #438, students_count: 11
room_id: 439, name: Room #439, students_count: 11
room_id: 440, name: Room #440, students_count: 6
room_id: 441, name: Room #441, students_count: 7
room_id: 442, name: Room #442, students_count: 15
room_id: 443, name: Room #443, students_count: 4
room_id: 444, name: Room #444, students_count: 8
room_id: 445, name: Room #445, students_count: 8
room_id: 446, name: Room #446, students_count: 11
room_id: 447, name: Room #447, students_count: 14
room_id: 448, name: Room #448, students_count: 18
room_id: 449, name: Room #449, students_count: 8
room_id: 450, name: Room #450, students_count: 6
room_id: 451, name: Room #451, students_count: 15
room_id: 452, name: Room #452, students_count: 14
room_id: 453, name: Room #453, students_count: 10
room_id: 454, name: Room #454, students_count: 9
room_id: 455, name: Room #455, students_count: 10
room_id: 456, name: Room #456, students_count: 6
room_id: 457, name: Room #457, students_count: 13
room_id: 458, name: Room #458, students_count: 9
room_id: 459, name: Room #459, students_count: 11
room_id: 460, name: Room #460, students_count: 14
room_id: 461, name: Room #461, students_count: 8
room_id: 462, name: Room #462, students_count: 8
room_id: 463, name: Room #463, students_count: 11
room_id: 464, name: Room #464, students_count: 16
room_id: 465, name: Room #465, students_count: 11
room_id: 466, name: Room #466, students_count: 5
room_id: 467, name: Room #467, students_count: 11
room_id: 468, name: Room #468, students_count: 11
room_id: 469, name: Room #469, students_count: 15
room_id: 470, name: Room #470, students_count: 8
room_id: 471, name: Room #471, students_count: 10
room_id: 472, name: Room #472, students_count: 8
room_id: 473, name: Room #473, students_count: 14
room_id: 474, name: Room #474, students_count: 9
room_id: 475, name: Room #475, students_count: 9
room_id: 476, name: Room #476, students_count: 9
room_id: 477, name: Room #477, students_count: 10
room_id: 478, name: Room #478, students_count: 6
room_id: 479, name: Room #479, students_count: 6
room_id: 480, name: Room #480, students_count: 6
room_id: 481, name: Room #481, students_count: 9
room_id: 482, name: Room #482, students_count: 0
room_id: 483, name: Room #483, students_count: 10
room_id: 484, name: Room #484, students_count: 4
room_id: 485, name: Room #485, students_count: 7
room_id: 486, name: Room #486, students_count: 17
room_id: 487, name: Room #487, students_count: 4
room_id: 488, name: Room #488, students_count: 15
room_id: 489, name: Room #489, students_count: 17
room_id: 490, name: Room #490, students_count: 11
room_id: 491, name: Room #491, students_count: 17
room_id: 492, name: Room #492, students_count: 8
room_id: 493, name: Room #493, students_count: 7
room_id: 494, name: Room #494, students_count: 6
room_id: 495, name: Room #495, students_count: 6
room_id: 496, name: Room #496, students_count: 12
room_id: 497, name: Room #497, students_count: 17
room_id: 498, name: Room #498, students_count: 4
room_id: 499, name: Room #499, students_count: 8
room_id: 500, name: Room #500, students_count: 10
room_id: 501, name: Room #501, students_count: 10
room_id: 502, name: Room #502, students_count: 8
room_id: 503, name: Room #503, students_count: 10
room_id: 504, name: Room #504, students_count: 10
room_id: 505, name: Room #505, students_count: 15
room_id: 506, name: Room #506, students_count: 18
room_id: 507, name: Room #507, students_count: 9
room_id: 508, name: Room #508, students_count: 9
room_id: 509, name: Room #509, students_count: 12
room_id: 510, name: Room #510, students_count: 14
room_id: 511, name: Room #511, students_count: 10
room_id: 512, name: Room #512, students_count: 9
room_id: 513, name: Room #513, students_count: 12
room_id: 514, name: Room #514, students_count: 15
room_id: 515, name: Room #515, students_count: 10
room_id: 516, name: Room #516, students_count: 13
room_id: 517, name: Room #517, students_count: 9
room_id: 518, name: Room #518, students_count: 11
room_id: 519, name: Room #519, students_count: 12
room_id: 520, name: Room #520, students_count: 13
room_id: 521, name: Room #521, students_count: 16
room_id: 522, name: Room #522, students_count: 5
room_id: 523, name: Room #523, students_count: 11
room_id: 524, name: Room #524, students_count: 8
room_id: 525, name: Room #525, students_count: 14
room_id: 526, name: Room #526, students_count: 10
room_id: 527, name: Room #527, students_count: 13
room_id: 528, name: Room #528, students_count: 11
room_id: 529, name: Room #529, students_count: 9
room_id: 530, name: Room #530, students_count: 14
room_id: 531, name: Room #531, students_count: 8
room_id: 532, name: Room #532, students_count: 12
room_id: 533, name: Room #533, students_count: 10
room_id: 534, name: Room #534, students_count: 14
room_id: 535, name: Room #535, students_count: 15
room_id: 536, name: Room #536, students_count: 10
room_id: 537, name: Room #537, students_count: 13
room_id: 538, name: Room #538, students_count: 5
room_id: 539, name: Room #539, students_count: 8
room_id: 540, name: Room #540, students_count: 5
room_id: 541, name: Room #541, students_count: 15
room_id: 542, name: Room #542, students_count: 9
room_id: 543, name: Room #543, students_count: 14
room_id: 544, name: Room #544, students_count: 13
room_id: 545, name: Room #545, students_count: 12
room_id: 546, name: Room #546, students_count: 10
room_id: 547, name: Room #547, students_count: 13
room_id: 548, name: Room #548, students_count: 11
room_id: 549, name: Room #549, students_count: 8
room_id: 550, name: Room #550, students_count: 15
room_id: 551, name: Room #551, students_count: 8
room_id: 552, name: Room #552, students_count: 11
room_id: 553, name: Room #553, students_count: 13
room_id: 554, name: Room #554, students_count: 7
room_id: 555, name: Room #555, students_count: 8
room_id: 556, name: Room #556, students_count: 17
room_id: 557, name: Room #557, students_count: 14
room_id: 558, name: Room #558, students_count: 7
room_id: 559, name: Room #559, students_count: 14
room_id: 560, name: Room #560, students_count: 10
room_id: 561, name: Room #561, students_count: 13
room_id: 562, name: Room #562, students_count: 9
room_id: 563, name: Room #563, students_count: 16
room_id: 564, name: Room #564, students_count: 7
room_id: 565, name: Room #565, students_count: 9
room_id: 566, name: Room #566, students_count: 9
room_id: 567, name: Room #567, students_count: 10
room_id: 568, name: Room #568, students_count: 7
room_id: 569, name: Room #569, students_count: 6
room_id: 570, name: Room #570, students_count: 11
room_id: 571, name: Room #571, students_count: 5
room_id: 572, name: Room #572, students_count: 14
room_id: 573, name: Room #573, students_count: 17
room_id: 574, name: Room #574, students_count: 10
room_id: 575, name: Room #575, students_count: 12
room_id: 576, name: Room #576, students_count: 10
room_id: 577, name: Room #577, students_count: 8
room_id: 578, name: Room #578, students_count: 6
room_id: 579, name: Room #579, students_count: 7
room_id: 580, name: Room #580, students_count: 7
room_id: 581, name: Room #581, students_count: 13
room_id: 582, name: Room #582, students_count: 13
room_id: 583, name: Room #583, students_count: 9
room_id: 584, name: Room #584, students_count: 11
room_id: 585, name: Room #585, students_count: 7
room_id: 586, name: Room #586, students_count: 8
room_id: 587, name: Room #587, students_count: 9
room_id: 588, name: Room #588, students_count: 12
room_id: 589, name: Room #589, students_count: 7
room_id: 590, name: Room #590, students_count: 12
room_id: 591, name: Room #591, students_count: 18
room_id: 592, name: Room #592, students_count: 11
room_id: 593, name: Room #593, students_count: 8
room_id: 594, name: Room #594, students_count: 11
room_id: 595, name: Room #595, students_count: 7
room_id: 596, name: Room #596, students_count: 9
room_id: 597, name: Room #597, students_count: 13
room_id: 598, name: Room #598, students_count: 9
room_id: 599, name: Room #599, students_count: 16
room_id: 600, name: Room #600, students_count: 7
room_id: 601, name: Room #601, students_count: 11
room_id: 602, name: Room #602, students_count: 10
room_id: 603, name: Room #603, students_count: 13
room_id: 604, name: Room #604, students_count: 8
room_id: 605, name: Room #605, students_count: 8
room_id: 606, name: Room #606, students_count: 10
room_id: 607, name: Room #607, students_count: 11
room_id: 608, name: Room #608, students_count: 14
room_id: 609, name: Room #609, students_count: 10
room_id: 610, name: Room #610, students_count: 8
room_id: 611, name: Room #611, students_count: 4
room_id: 612, name: Room #612, students_count: 10
room_id: 613, name: Room #613, students_count: 11
room_id: 614, name: Room #614, students_count: 6
room_id: 615, name: Room #615, students_count: 7
room_id: 616, name: Room #616, students_count: 7
room_id: 617, name: Room #617, students_count: 10
room_id: 618, name: Room #618, students_count: 12
room_id: 619, name: Room #619, students_count: 9
room_id: 620, name: Room #620, students_count: 10
room_id: 621, name: Room #621, students_count: 10
room_id: 622, name: Room #622, students_count: 13
room_id: 623, name: Room #623, students_count: 10
room_id: 624, name: Room #624, students_count: 8
room_id: 625, name: Room #625, students_count: 10
room_id: 626, name: Room #626, students_count: 13
room_id: 627, name: Room #627, students_count: 15
room_id: 628, name: Room #628, students_count: 5
room_id: 629, name: Room #629, students_count: 12
room_id: 630, name: Room #630, students_count: 10
room_id: 631, name: Room #631, students_count: 16
room_id: 632, name: Room #632, students_count: 9
room_id: 633, name: Room #633, students_count: 7
room_id: 634, name: Room #634, students_count: 6
room_id: 635, name: Room #635, students_count: 8
room_id: 636, name: Room #636, students_count: 5
room_id: 637, name: Room #637, students_count: 13
room_id: 638, name: Room #638, students_count: 7
room_id: 639, name: Room #639, students_count: 8
room_id: 640, name: Room #640, students_count: 6
room_id: 641, name: Room #641, students_count: 8
room_id: 642, name: Room #642, students_count: 9
room_id: 643, name: Room #643, students_count: 11
room_id: 644, name: Room #644, students_count: 8
room_id: 645, name: Room #645, students_count: 6
room_id: 646, name: Room #646, students_count: 14
room_id: 647, name: Room #647, students_count: 9
room_id: 648, name: Room #648, students_count: 8
room_id: 649, name: Room #649, students_count: 9
room_id: 650, name: Room #650, students_count: 10
room_id: 651, name: Room #651, students_count: 10
room_id: 652, name: Room #652, students_count: 7
room_id: 653, name: Room #653, students_count: 8
room_id: 654, name: Room #654, students_count: 12
room_id: 655, name: Room #655, students_count: 9
room_id: 656, name: Room #656, students_count: 13
room_id: 657, name: Room #657, students_count: 15
room_id: 658, name: Room #658, students_count: 10
room_id: 659, name: Room #659, students_count: 7
room_id: 660, name: Room #660, students_count: 13
room_id: 661, name: Room #661, students_count: 3
room_id: 662, name: Room #662, students_count: 7
room_id: 663, name: Room #663, students_count: 6
room_id: 664, name: Room #664, students_count: 5
